tidak_baku,kata_baku
mbk,mbak
yach,ya
makasih,terima kasih
udh,sudah
kenalin,mengenalkan
jd,jadi
gak,tidak
jd,jadi
pede,percaya diri
skrng,sekarang
mksh,terima kasih
yg,yang
bener2,benar-benar
udah,sudah
rekomendasiin,merekomendasikan
ga,tidak
pengen,pengin
janka,jangka
kepoin,mengepoi
ajaa,saja
belanjaa,belanja
disiniii,disini
ko,kok
skrg,sekarang
wawwwww,wow
waaaww,wow
waaawwww,wow
mantapp,mantap
bangetttt,banget
cobaaa,coba
gak,tidak
nyesel,menyesal
dehhh,deh
pake,pakai
model2,model-model
makasih,terima kasih
udah,sudah
seneng,senang
udah,sudah
seneng,senang
udah,sudah
udah,sudah
kenceng,kencang
gak,tidak
nyangka,menyangka
kageet,kaget
makasi,terima kasih
say,sayang
awal2,awal-awal
ga,tidak
setabil,stabil
temen2,teman-teman
nyoba,mencoba
ihh,ih
beneran,benaran
setabil,stabil
ga,tidak
temen2,teman-teman
makasih,terima kasih
yah,ya
ga,tidak
yg,yang
pake,pakai
bgt,banget
gak,tidak
bangettttttt,banget
seneng,senang
liat,lihat
mauu,mau
ngtain,mengatai
org,orang
kya,kaya
g,tidak
aja,saja
gak,tidak
oplas,operasi plastik
gak,tidak
keliatan,kelihatan
nambahh,bertambah
paripurnahh,paripurna
wanitah,wanita
indonesiaah,indonesia
bet,banget
udh,sudah
iyaa,iya
cumn,cuman
kasi,kasih
aja,saja
sm,sama
klo,kalau
liat,lihat
gegra,gegara
kmrin,kemarin
brita,berita
klo,kalau
diliat,dilihat
wihhh,wih
pengen,pengin
bgt,banget
klo,kalau
ktmu,ketemu
sma,sama
org,orang
yg,yang
ka,kak
baper,bawa perasaan
fotbar,foto bareng
aja,saja
gapernah,tidak pernah
fotbar,foto bareng
ama,sama
jg,juga
ngatain,mengatai
wajarrr,wajar
dikata2in,dikata-katai
sampek,sampai
gak,tidak
yg,yang
liat,lihat
liat,lihat
ny,nya
aja,saja
liat,lihat
skg,sekarang
sngt,sangat
tdk,tidak
pdhl,padahal
dl,dulu
wk,waktu
sm,sama
skg,sekarang
ky,kaya
bingiittt,banget
sm,sama
dr,dari
aja,saja
sudh,sudah
tp,tapi
klu,kalau
dr,dari
nampar,menampar
tukan,tukang
jatoh,jatuh
gk,tidak
dr,dari
ko,kok
gtu,begitu
ga,tidak
org,orang
gk,tidak
"muka""",muka-muka
dr,dari
dh,dah
jlek,jelek
sma,sama
ky,kaya
ga,tidak
ga,tidak
cantik2nya,cantik-cantiknya
ngk,tidak
pda,pada
sdgkn,sedangkan
jgk,juga
ngk,tidak
"apa""",apa-apa
kn,kan
mancungin,memancungkan
idung,hidung
kusem,kusam
lbh,lebih
drpada,daripada
yg,yang
org,orang
lahh,lah
dri,dari
gtu,begitu
kmar,kamar
diemm,diam
tnggu,tunggu
lohh,loh
dteng,datang
nihhh,nih
guee,gue
ketawain,mentertawakan
lohh,lo
krna,karena
yaelahhh,alah
gausah,tidak usah
drpd,daripada
ngaca,mengaca
"sikap""",sikap-sikap
udah,sudah
bener,benar
sampe,sampai
ngehujat,menghujat
bgt,banget
komenan,komentar
drpd,daripada
pengen,pengin
bales,balas
ngehina,menghina
yah,ya
ga,tidak
ampuun,ampun
ngehina,menghina
sampe,sampai
ngejatuhin,manjatuhkan
ga,tidak
klo,kalau
ga,tidak
ngelakuin,melakukan
dapet,dapat
ngehina,menghina
ga,tidak
gedeg,gedek
ama,sama
muka2,muka-muka
ngaca,mengaca
ngatain,mengatai
eey,eh
emang,memang
nggk,tidak
prnh,pernah
kslahan,kesalahan
aja,saja
yg,yang
koment,komentar
ga,tidak
bener,benar
ngata2in,mengatai-ngatai
gak,tidak
liat,lihat
org,orang
gak,tidak
gak,tidak
bener,benar
klo,kalau
gak,tidak
yg,yang
udah,sudah
aja,saja
gak,tidak
mmg,memang
ga,tidak
baik2,baik-baik
silahkan,silakan
mba,mbak
mba,mbak
gak,tidak
perhatiam,perhatian
sm,sama
aj,saja
dri,dari
pd,pada
jg,juga
ttp,tetap
yg,yang
smpe,sampai
ttp,tetap
sm,sama
yah,ya
emang,memang
digituin,dibegitukan
dibiarin,dibiarkan
aja,saja
sich,sih
aq,aku
yg,yang
gk,tidak
pny,punya
ank,anak
aja,saja
org,orang
gk,tidak
yg,yang
sbnrny,sebenarnya
trjd,terjadi
dlm,dalam
mrk,mereka
gk,tidak
mkir,memikir
bhw,bahwa
gk,tidak
mgkn,mungkin
hny,hanya
slah,salah
yg,yang
slah,salah
22nya,dua-duanya
slah,salah
ngatain,mengatai
apalai,apalagi
yg,yang
dikata2in,dikata-katai
keliatan,kelihatan
klo,kalau
emang,memang
ngapain,mengapai
cmpur,campur
org,orang
bkal,bakal
pny,punya
saat2,saat-saat
spt,seperti
akn,akan
dtg,datang
pd,pada
ank,anak
ntar,entar
jg,juga
bkal,bakal
jd,jadi
org,orang
hrs,harus
nyadar,menyadari
ank,anak
yg,yang
gk,tidak
apa2,apa-apa
ngapain,mengapa
ngomong,mengomong
ngeluarin,mengeluarkan
kta,kata
yg,yang
gk,tidak
utk,untuk
ank,anak
dmn,dimana
yg,yang
knp,kenapa
br,baru
nyadar,sadar
bka,buka
jgn,jangan
ska,suka
sotoy,sok tau
sma,sama
rmh,rumah
org,orang
pny,punya
aja,saja
berani2,berani-berani
ngatain,mengatai
ank,anak
sprt,seperti
yg,yang
gk,tidak
apa2,apa-apa
gk,tidak
sma,sama
gk,tidak
ngaca,mengaca
sm,sama
utk,untuk
mo,mau
yaa,ya
lucuuuuu,lucu
pngn,pengin
pipi'y,pipinya
gemmeeezzz,gemas
cantiikk,cantik
sukam,suka
ngga,tidak
sm,sama
yach,ya
ngga,tidak
ngga,tidak
sm,sama
wkt,waktu
udah,sudah
ga,tidak
makasih,terima kasih
klau,kalau
pakek,pakai
mba,mbak
lbh,lebih
liat,lihat
manisss,manis
mngkin,mungkin
menghilangkn,menghilangkan
utk,untuk
yg,yang
gak,tidak
pede,percaya diri
karna,karena
utk,untuk
kk,kakak
trasa,terasa
minpi,mimpi
bner2,benar-benar
gak,tidak
nyangka,menyangka
gak,tidak
mnjdkan,menjadikan
jd,jadi
ak,aku
gak,tidak
mudah2n,mudah-mudahan
seneng,senang
baju2,baju-baju
seneng,senang
dapet,dapat
pake,pakai
ga,tidak
tp,tapi
stlh,setelah
soalx,soalnya
smpt,sempat
liat,lihat
ka,kak
makasih,terima kasih
udah,sudah
rekomendasiin,merekomendasikan
aja,saja
ka,kak
aja,saja
ka,kak
skrng,sekarang
gak,tidak
pake,pakai
jd,jadi
gara2,gara-gara
yg,yang
rekomendasiin,merekomendasikan
mksh,terima kasih
yah,ya
kaka,kakak
saranin,menyarankan
kaka,kakak
yah,ya
udah,sudah
ga,tidak
makasih,terima kasih
ngerasa,merasa
laen,lain
keche,kece
badaii,badai
aj,saja
udah,sudah
pake,pakai
smoga,semoga
mnjadi,menjadi
emg,memang
smua,semua
btuh,butuh
yg,yang
pnting,penting
yg,yang
ktanya,katanya
aja,saja
msh,masih
bebrp,beberapa
sblum,sebelum
santab,santap
d,di
dlm,dalam
salehah,salihah
mikirin,memikirkan
kk,kakak
rb,ribu
jt,juta
subhannallah,subhanallah
lht,lihat
klu,kalau
cantiq,cantik
karna,karena
yu,yuk
yu,yuk
konsul,konsultasi
pengalam,pengalaman
ga,tidak
drpd,daripada
hrs,harus
smangat,semangat
slalu,selalu
yg,yang
tuk,untuk
yg,yang
poko,pokok
ny,nya
bner,benar
bner,benar
udah,sudah
bnget,banget
udah,sudah
trun,turun
poko,pokok
mantepp,mantap
dehh,deh
lbh,lebih
kuninggg,kuning
pinkkkk,pink
bs,bisa
d,di
dg,dengan
warnany,warnanya
ajaa,saja
aja,saja
seger,segar
klo,kalau
bwt,buat
mkn,makin
senangat,semangat
msknya,masaknya
kerennnn,keren
yg,yang
ciptain,ciptakan
sma,sama
ngasih,mengasih
say,sayang
bkan,bukan
inget,ingat
deket,dekat
bagussss,bagus
yg,yang
abis,habis
liat,lihat
makasih,terima kasih
sayangkuh,sayangku
gans,ganteng
kren,keren
babget,banget
banger,banget
salfok,salah fokus
ama,sama
org,orang
yg,yang
dihh,dih
salfok,salah fokus
aja,saja
jadu,jadi
nggak,tidak
heii,hai
kamuu,kamu
ksyngn,kesayangan
gw,gue
gk,tidak
haru,harus
ngapain,mengapai
gw,gue
cma,cuma
pengen,pengin
ngingetin,mengingatkan
sma,sama
bngt,banget
syang,sayang
gw,gue
udh,sudah
th,tahun
udh,sudah
gw,gue
yg,yang
gk,tidak
gw,gue
narik,menarik
gw,gue
liat,lihat
bngt,banget
yg,yang
kmu,kamu
"orang""",orang-orang
yg,yang
pengen,pengin
kmu,kamu
gw,gue
gk,tidak
ngapain,mengapai
syng,sayang
nyanyiin,menyanyikan
tuhh,tuh
amatt,amat
ngk,tidak
gt,begitu
tetep,tetap
gokilll,gila
gantenggg,ganteng
astagaaaa,astaga
hancuuuuuy,hancur
mattihhh,mati
aja,saja
kaka,kakak
kaka,kakak
pake,pakai
gak,tidak
nyesel,menyesal
ka,kak
beudd,banget
termiribkan,termiripkan
utk,untuk
u,lu
ga,tidak
cb,coba
dlu,dulu
dngerin,mendengarkan
brrti,berarti
dngerin,mendengarkan
wenakk,enak
gimana,bagaimana
tetep,tetap
nganteng,ganteng
abanggg,abang
seksii,seksi
gtuh,begitu
jadii,jadi
emeezzz,gemas
ama,sama
amohhh,kamu
maau,mau
eyke,aku
gilakkkkk,gila
awk,awak
duhhhhh,duh
wowww,wow
kerennn,keren
kaka,kakak
liaatt,lihat
iniiiii,ini
aloh,allah
bnget,banget
ngettt,banget
bangeett,banget
bgt,banget
mirippp,mirip
mukax,mukanya
"sama""",sama-sama
mba,mbak
msh,masih
aja,saja
kyak,kayak
maso,masa
dpn,depan
ngeliatnya,melihatnya
skli,sekali
kk,kakak
kk,kakak
gk,tidak
brubah,berubah
udah,sudah
y,ya
pelastik,plastik
keak,kayak
y,ya
bg,bang
dengerin,dengarkan
liatnya,lihatnya
beud,banget
pahamin,pahami
cntk,cantik
makasih,terima kasih
emg,memang
gitu,begitu
lg,lagi
aja,saja
liatnya,lihatnya
ky,kaya
gini,begini
yah,ya
takuuuuut,takut
ahahahanjirrr,anjir
dasyat,dahsyat
jogetin,berjoget
shaay,say
boker,berak
boker,berak
gk,tidak
yg,yang
lbih,lebih
ga,tidak
nyangka,menyangka
beneran,benaran
hub,hubungi
gitu,begitu
gk,tidak
nyambung,menyambung
pacarnyaa,pacarnya
siapaa,siapa
inii,ini
matii,mati
ketawaa,ketawa
klo,kalau
nda,indak
nda,indak
d,di
sdh,sudah
makasih,terima kasih
njir,anjir
ngakak,mengakak
taekk,tahi
wanjiir,anjir
ni,ini
dmna,dimana
mw,mau
jg,juga
trus,terus
bw,bawa
pengen,pengin
dh,deh
pingin,pengin
jgn,jangan
mauuuuu,mau
minta,meminta
mauuu,mau
leh,boleh
bnran,benaran
tp,tapi
g,tidak
kk,kakak
kk,kakak
y,ya
smua,semua
kk,kakak
tu,itu
sgla,segala
uitnya,duitnya
k,kak
kmrn,kemarin
beliiin,belikan
yaaah,ya
macem2,macam-macam
lucuuuu,lucu
beliin,belikan
sm,sama
yg,yang
tetep,tetap
emang,memang
emang,memang
sampe,sampai
ga,tidak
nyangka,menyangka
sekaeang,sekarang
udah,sudah
buktiin,membuktikan
yg,yang
ngebuktiin,membuktikan
bgt,banget
liat,lihat
kyk,kayak
gini,begini
itungan,hitungan
aja,saja
tgk,tengok
mo,mau
tgk,tengok
gak,tidak
nyangka,menyangka
kageet,kaget
makasi,terima kasih
say,sayang
sma,sama
ga,tidak
ilang2,hilang-hilang
bkn,bikin
ga,tidak
jga,juga
bgt,banget
yu,yuk
tanyain,tanyakan
mslh,masalah
kmi,kami
kepoin,kepoi
ga,tidak
nyoba,mencoba
wihh,wih
beneran,benaran
yah,ya
yu,yuk
aja,saja
aja,saja
hub,hubungi
yu,yuk
aja,saja
aja,saja
hub,hubungi
yu,yuk
aja,saja
aja,saja
hub,hubungi
bgt,banget
ga,tidak
yg,yang
"artis""",artis-artis
klu,kalau
jatuhnyaa,jatuhnya
kka,kakak
kk,kakak
gini,begini
gak,tidak
kerjaan,pekerjaan
tambahin,tambahkan
aja,saja
banyakin,membanyaki
udah,sudah
elo,lo
aja,saja
gak,tidak
emang,memang
nambah,bertambah
aja,saja
yg,yang
tipu2nya,tipu-tipunya
doaang,doang
yaa,ya
dech,deh
baget,banget
bat,banget
kk,kakak
gini,begini
ny,nya
gituan,begituan
lucuuu,lucu
tpii,tapi
ap,apa
bgt,banget
lucuu,lucu
kaj,kak
lcu,lucu
bngt,banget
ap,apa
tu,itu
ajah,saja
wahhhhhh,wah
bngt,banget
bingittzz,banget
kl,kalau
bgt,banget
lucuuu,lucu
lucuu,lucu
iiiiiiiii,ih
lucuuu,lucu
kaliiiiiii,kali
ihhh,ih
cantikkkk,cantik
cantikkkk,cantik
melebihin,melebihi
apaa,apa
pengen,pengin
pengen,pengin
gakpapa,tidak apa-apa
kalogak,kalau tidak
gak,tidak
kaka,kakak
donk,dong
ka,kak
kaka,kakak
kaaa,kak
sm2,sama-sama
km,kamu
bgt,banget
bgt,banget
akn,akan
ndukung,mendukung
pengen,pengin
gk,tidak
aminnnnn,amin
ka,kak
make,memakai
kaaaaa,kak
aamiinnn,amin
smga,semoga
slalu,selalu
skluarga,sekeluarga
daah,dah
suaminga,suaminya
udah,sudah
berhijap,berhijab
smgaa,semoga
istiqamah,istikamah
aamiin,amin
cuaaantikk,cantik
udah,sudah
cantikk,cantik
yah,ya
rb,ribu
muraaaaah,murah
rb,ribu
aja,saja
gk,tidak
aamiin,amin
mba,mbak
yukk,yuk
baraang,barang
aamiiin,amin
udh,sudah
aamiin,amin
bets,banget
aamiin,amin
seneng,senang
kaka,kakak
ka,kak
bgt,banget
smga,semoga
kaka,kakak
aamiin,amin
aamiin,amin
yaa,ya
yaaa,ya
cantiknyaaa,cantiknya
amiiin,amin
aamiin,amin
aamiin,amin
yg,yang
gk,tidak
pake,pakai
lbh,lebih
mba,mbak
bgt,banget
pake,pakai
alhamdulillaaaaah,alhamdulillah
istiqamah,istikamah
yah,ya
makasi,terima kasih
uda,sudah
sembuhin,menyembuhkan
bener,benar
aamiin,amin
tetep,tetap
kaaa,kak
fto,foto
d,di
z,saja
ad,ada
yg,yang
bkin,bikin
pengrusak,perusak
pngn,pengin
ngoceh,mengoceh
ni,ini
aduhhh,aduh
hpus,hapus
fto,foto
pjang,pajang
msh,masih
bdampingan,berdampingan
sm,sama
org,orang
yg,yang
sdh,sudah
klo,kalau
tdk,tidak
hrs,harus
liatnya,lihatnya
it,itu
ap,apa
yg,yang
y,ya
mnding,mending
sm,sama
aja,saja
liat,lihat
kaga,kagak
liat,lihat
yg,yang
aj,saja
uih,uh
komenx,komennya
"serem""",seram-seram
yg,yang
"happi""",hepi-hepi
aza,saja
sm,sama
bgt,banget
bgtuu,begitu
ga,tidak
yaa,ya
g,tidak
mff,maaf
y,ya
q,ku
jd,jadi
ktwa,ketawa
liat,lihat
fto,foto
yg,yang
yg,yang
pke,pakai
bngt,banget
slh,salah
x,kali
yeee,ya
abizzz,habis
bnr2,benar-benar
malu2in,malu-malui
aj,saja
sm,sama
yg,yang
bkin,bikin
ngakak,mengakak
mff,maaf
y,ya
q,ku
trlalu,terlalu
jjur,jujur
klo,kalau
ngmg,mengomong
semogaa,semoga
kepelesett,terpeleset
kyk,kayak
gt,begitu
pake,pakai
geeelaakk,gila
salfok,salah fokus
bolang,bocah petualang
pkek,pakai
pnjang,panjang
pla,pula
lg,lagi
ma,sama
emang,memang
pake,pakai
lagihh,lagi
hedeuuhh,aduh
stress,stres
lama2,lama-lama
saltummmm,salah kostum
gak,tidak
kaga,kagak
nyambung,menyambung
cwe,cewek
ngakak,mengakak
gini,begini
gk,tidak
mboizzz,bois
jgn,jangan
yg,yang
suda,sudah
ama,sama
kayaq,kayak
ihhh,ih
ema,emak
liat,lihat
aja,saja
gayany,gayanya
engk,tidak
bgt,banget
gw,gue
cepet,cepat
bgt,banget
bgt,banget
kasian,kasihan
org,orang
g,tidak
kerjaan,pekerjaan
org,orang
g,tidak
ngaca,mengaca
dirumahny,dirumahnya
pd,pada
g,tidak
udah,sudah
ga,tidak
yg,yang
ama,sama
lgi,lagi
yuh,tuh
yg,yang
ad,ada
mlah,malah
ktmu,ketemu
fto,foto
yg,yang
rmbt,rambut
yahh,ya
liat,lihat
gak,tidak
liatnya,lihatnya
yg,yang
mrusak,merusak
liat,lihat
apus,hapus
aja,saja
yg,yang
gara2,gara-gara
yg,yang
dunk,dong
yg,yang
yg,yang
siapayahh,siapa ya
bilangin,bilang
pake,pakai
kostom,kostum
loo,lo
ko,kok
cewe,cewek
ky,kaya
gnii,begini
pinter,pintar
lucuuuu,lucu
bangettttt,banget
kyk,kayak
gini,begini
atuu,satu
ngegemesin,menggemaskan
gemes,gemas
lohh,loh
pipinyaaa,pipinya
yaaa,ya
kyk,kayak
bgt,banget
sm,sama
pinginnn,pengin
pinter,pintar
bgt,banget
bungkuuuuuuuuusss,bungkus
iiiihhhhhj,ih
emeessss,gemas
nggak,tidak
pipine,pipinya
glembeeeer,gelambir
bgt,banget
lucunaaa,lucunya
cubanget,lucu banget
pengenn,pengin
bgttt,banget
bgt,banget
lucuuuuu,lucu
unyuuk,unyu
bgd,banget
dedek,adek
lucunyah,lucunya
mantaaap,mantap
bingits,banget
pesen,pesan
dmana,dimana
yg,yang
keduaa,kedua
engga,tidak
engga,tidak
sma,sama
yg,yang
trsrh,terserah
ksih,kasih
engga,tidak
jgn,jangan
orng,orang
yha,ya
kaka,kakak
seterong,setrong
teyuss,terus
aja,saja
gak,tidak
ush,usah
dimasukin,dimasuki
klo,kalau
yg,yang
jelekin,menjelekkan
aja,saja
orng,orang
yg,yang
jahatin,menjahati
jelekin,menjelekkan
orng,orang
gak,tidak
ush,usah
masukin,memasuki
tai,tahi
tai,tahi
ajaa,saja
ngapain,mengapa
akn,akan
gak,tidak
ngomongnya,mengomongnya
udh,sudah
gk,tidak
kyknya,kayaknya
gtw,tidak tau
aja,saja
yg,yang
omongin,omongkan
qo,kok
nulis,menulis
klu,kalau
gk,tidak
knp,kenapa
gk,tidak
aja,saja
g,tidak
ngerti,mengerti
aja,saja
nyebutin,menyebutkan
yg,yang
gak,tidak
aja,saja
yg,yang
dengerin,dengarkan
gak,tidak
bales,balas
ngertiin,mengerti
yg,yang
rasaiin,rasai
gakusah,tidak usah
disni,disini
slalu,selalu
yg,yang
cantiik,cantik
kk,kakak
dri,dari
pda,pada
yg,yang
liat,lihat
dri,dari
org,orang
aja,saja
sabarrr,sabar
semangaatttt,semangat
gak,tidak
dengerin,dengarkan
gak,tidak
gk,tidak
tdk,tidak
skrng,sekarang
bener,benar
nonton,menonton
aj,saja
scr,secara
nyalahin,menyalahkan
nyindir,menyindir
bgt,banget
bedain,membedakan
bgt,banget
bedainnya,membedakannya
bgt,banget
keknya,kayaknya
dehhh,deh
lbih,lebih
krus,kurus
dri,dari
pda,pada
bner,benar
gaa,tidak
drpd,daripada
ka,kak
bangeet,banget
kk,kakak
jg,juga
bgt,banget
liat,lihat
aja,saja
bgt,banget
elaaaahhhh,alah
kereenn,keren
cogan,cowok ganteng
cogan,cowok ganteng
tap8,tapi
imoet,imut
ihh,ih
nggak,tidak
bosen,bosan
pandanginya,memandanginya
kakanya,kakaknya
yg,yang
kenaliiin,kenalkan
sm,sama
qu,ku
banyak2,banyak-banyak
yo,ya
tauuu,tau
awk,awak
lgi,lagi
suko,suka
sm,sama
org,orang
niih,nih
kk,kakak
bgtt,banget
sihhhh,sih
udh,sudah
"sebaik""",sebaik-baik
org,orang
org,orang
ga,tidak
ngomentarin,mengomentari
org,orang
laen,lain
yg,yang
blm,belum
bener,benar
ajah,saja
udh,sudah
dpt,dapat
jd,jadi
"masing""",masing-masing
ikh,ih
kyk,kayak
gt,begitu
g,tidak
pantes,pantas
pake,pakai
yg,yang
g,tidak
gmn,bagaimana
klo,kalau
smpe,sampai
nnti,nanti
yg,yang
ngomongnya,mengomongnya
gt,begitu
tu,itu
segtu,sebegitu
ngebenci,membenci
ny,nya
bakar2in,bakar-bakari
slmt,selamat
ank,anak
smg,semoga
sm,sama
km,kamu
ttp,tetap
km,kamu
padhe,pakde
km,kamu
yg,yang
yya,ya
yya,ya
atw,atau
klo,kalau
jgn,jangan
org,orang
yg,yang
dosa2mu,dosa-dosamu
org,orang
yg,yang
maafin,memaafi
gabisa,tidak bisa
jd,jadi
temen,teman
ky,kaya
muke,muka
gile,gila
pede,percaya diri
bgd,banget
ujung2,ujung-ujung
jd,jadi
lg,lagi
d,di
aj,saja
dalem2,dalam-dalam
kgak,kagak
d,di
bahas2,bahas-bahas
jg,juga
ud,sudah
k,ke
dy,dia
skrg,sekarang
mslh,masalah
woles,selow
aj,saja
jd,jadi
spt,seperti
km,kamu
hianatin,khianati
dr,dari
org,orang
yg,yang
tdk,tidak
halangin,halangi
dg,dengan
iyuh,ih
bngt,banget
knp,kenapa
iyuuuhhhh,ih
gaje,tidak jelas
jgn2,jangan-jangan
gk,tidak
gabakal,tidak bakal
gitu,begitu
aja,saja
yg,yang
org,orang
jga,juga
klo,kalau
emang,memang
adapin,menghadapi
ga,tidak
bnyak,banyak
emang,memang
ngehakimi,menghakimi
gw,gue
yg,yang
th,tahun
aja,saja
ngerti,mengerti
gmna,bagaimana
ngejuangin,memperjuangkan
gimana,bagaimana
dipojokin,dipojokkan
aja,saja
kek,kayak
idup,hidup
udah,sudah
bener,benar
gw,gue
yg,yang
bacotin,bacoti
udah,sudah
berati,berarti
dripada,daripada
kebangetak,kebangetan
klo,kalau
gak,tidak
tangkep,tangkap
jg,juga
d,di
gitu,begitu
dipake,dipakai
bt,buat
ngomong,mengomong
gitu,begitu
sadis2,sadis-sadis
cowo,cowok
yg,yang
ga,tidak
maksir,menaksir
udh,sudah
tp,tapi
tetep,tetap
hebatt,hebat
nerima,menerima
yaa,ya
liht,lihat
dr,dari
pndang,pandang
aja,saja
sbagai,sebagai
pmbelajaran,pembelajaran
jugaa,juga
orng,orang
yg,yang
bgt,banget
bgt,banget
gak,tidak
ngejelek,menjelekkan
yg,yang
maslah,masalah
pake,pakai
mmperbaiki,memperbaiki
aja,saja
ud,sudah
jd,jadi
krn,karena
klo,kalau
utk,untuk
temenan,berteman
sm,sama
mb,mbak
aja,saja
yg,yang
nahan,menahan
yg,yang
jd,jadi
jd,jadi
yg,yang
ga,tidak
pnya,punya
ga,tidak
pny,punya
ga,tidak
pny,punya
udh,sudah
ngerebut,merebut
yg,yang
ga,tidak
pny,punya
dr,dari
kafeh,kafe
remang2,remang-remang
mlh,malah
nusuk,menusuk
dr,dari
tinggl,tinggal
dirmh,dirumah
lg,lagi
mlh,malah
yg,yang
dr,dari
tp,tapi
gak,tidak
ngaku,mengaku
gmn,bagaimana
mbaa,mbak
gak,tidak
mnta,minta
klo,kalau
gt,begitu
byk,banyak
yg,yang
temen,teman
nangis,menangis
aja,saja
pantes,pantas
lbh,lebih
dri,dari
knp,kenapa
yg,yang
kale,kali
yg,yang
iyuuhhh,ih
yg,yang
cwo,cowok
udah,sudah
yg,yang
udah,sudah
mnjadi,menjadi
ktika,ketika
dipuja2,dipuja-puja
ga,tidak
kam,kamu
cwe,cewek
smoga,semoga
km,kamu
ngrasain,merasai
yg,yang
rasain,rasai
tp,tapi
aja,saja
nonton,menonton
aja,saja
org,orang
pesen,pesan
aja,saja
karna,karena
ngurusin,mengurusi
yeeee,ya
ityl,itil
hbs,habis
gara2,gara-gara
kyak,kayak
marah2,marah-marah
ma,sama
gw,gue
emang,memang
wenak,enak
sukak,suka
ngarang,mengarang
bnr,benar
donk,dong
gara2,gara-gara
bgt,banget
hdp,hidup
ngga,tidak
kek,kayak
gini,begini
ngehina,menghina
aja,saja
jg,juga
kelas'a,kelasnya
hadeeehhh,aduh
yg,yang
gak,tidak
jing,anjing
lg,lagi
"abal""",abal-abal
"kecil""",kecil-kecil
ori,orisinal
bgt,banget
smua,semua
yg,yang
gtu,begitu
kenceng,kencang
jd,jadi
jd,jadi
kek,kayak
"gtu""an",begitu-gituan
klo,kalau
gmanapun,bagaimanapun
tetep,tetap
aja,saja
trims,terima kasih
yah,ya
kr,kira
td,tadi
nenek2,nenek-nenek
taux,taunya
cepet,cepat
pantes,pantas
aja,saja
liat,lihat
urat2nya,urat-uratnya
ketarik,tertarik
emang,memang
ngorbanin,mengorbankan
eksprsi,ekspresi
gitulah,begitulah
klo,kalau
yg,yang
gtu,begitu
ga,tidak
ga,tidak
kyk,kayak
klo,kalau
yg,yang
"foto""",foto-foto
mamas,mas
klo,kalau
ngilangin,menghilangkan
jg,juga
ajah,saja
gada,tidak ada
bandingin,bandingkan
yg,yang
tua2,tua-tua
ajah,saja
bgt,banget
kasian,kasihan
cantik2,cantik-cantik
yg,yang
ketarik,tertarik
pake,pakai
terus2an,terus-terusan
cepet,cepat
udah,sudah
udah,sudah
gak,tidak
liat2,lihat-lihat
sampe,sampai
liatnya,lihatnya
waduhh,waduh
"bawa""",bawa-bawa
badingkan,membandingkan
mba,mbak
gtu,begitu
yah,ya
sampe,sampai
gmana,bagaimana
gtu,begitu
kyk,kayak
aja,saja
sy,saya
udah,sudah
ga,tidak
yah,ya
aja,saja
klo,kalau
klo,kalau
aja,saja
udah,sudah
yahh,ya
bgmana,bagaimana
udah,sudah
aja,saja
ga,tidak
sy,saya
ngakak,mengakak
sy,saya
ga,tidak
ngehina,menghina
mba,mbak
aja,saja
yg,yang
gini,begini
yg,yang
ga,tidak
ngurus,mengurus
ga,tidak
org,orang
klo,kalau
yg,yang
trus,terus
yg,yang
yah,ya
lanjutin,lanjutkan
aja,saja
org,orang
yg,yang
byk,banyak
krn,karena
org,orang
yg,yang
byk,banyak
org,orang
yg,yang
ributin,meributkan
cwo,cowok
cwo,cowok
brantem,berantem
gara2,gara-gara
belain,membela
kek,kayak
gitu,begitu
keliatan,kelihatan
lipetan,lipatan
kek,kayak
gitu,begitu
keliatan,kelihatan
lipetan,lipatan
ngomong,mengomong
yg,yang
g,tidak
ampuun,ampun
yya,ya
sya,saya
mba,mbak
fto,foto
sm,sama
"nenek""",nenek-nenek
bneraan,benaran
kageeet,kaget
sangaaattt,sangat
rmbuut,rambut
nenek2,nenek-nenek
km,kamu
nt,nanti
walik,balik
sma,sama
emg,memang
oma2,oma-oma
